호선,고유역번호(외부역코드),연월,하차인원수,자치구코드,호선역
4,426,202208,527064,111131,서울역(4)
4,427,202208,352274,111131,숙대입구(4)
4,428,202208,176806,111131,삼각지(4)
4,429,202208,517698,111131,신용산(4)
4,430,202208,306167,111131,이촌(4)
4,431,202208,61242,111241,동작(4)
4,432,202208,558575,111241,이수(4)
4,433,202208,604088,111241,사당(4)
4,434,202208,32724,111262,남태령(4)
5,2511,202208,179131,111212,방화(5)
5,2512,202208,147447,111212,개화산(5)
5,2513,202208,232638,111212,김포공항(5)
5,2514,202208,168844,111212,송정(5)
5,2515,202208,282414,111212,마곡(5)
5,2516,202208,576375,111212,발산(5)
5,2517,202208,390530,111212,우장산(5)
5,2518,202208,722914,111212,화곡(5)
5,2519,202208,749853,111212,까치산(5)
5,2520,202208,305358,111301,신정(5)
5,2521,202208,478446,111301,목동(5)
5,2522,202208,641217,111301,오목교(5)
5,2523,202208,192438,111231,양평(5)
5,2524,202208,112994,111231,영등포구청(5)
5,2525,202208,293359,111231,영등포시장(5)
5,2526,202208,122588,111231,신길(5)
5,2527,202208,805109,111231,여의도(5)
5,2528,202208,409660,111231,여의나루(5)
5,2529,202208,382530,111201,마포(5)
5,2530,202208,390186,111201,공덕(5)
5,2531,202208,176367,111201,애오개(5)
5,2532,202208,119741,111191,충정로(5)
5,2533,202208,492338,111123,서대문(5)
5,2534,202208,920645,111123,광화문(5)
5,2535,202208,373840,111123,종로3가(5)
5,2536,202208,164549,111121,을지로4가(5)
5,2537,202208,93629,111121,동대문역사문화공원(5)
5,2538,202208,97103,111121,청구(5)
5,2539,202208,177326,111142,신금호(5)
5,2540,202208,197574,111142,행당(5)
5,2541,202208,146225,111142,왕십리(5)
5,2542,202208,143096,111142,마장(5)
5,2543,202208,416756,111142,답십리(5)
5,2544,202208,496180,111152,장한평(5)
5,2545,202208,338834,111141,군자(5)
5,2546,202208,386607,111141,아차산(5)
5,2547,202208,344817,111141,광나루(5)
5,2548,202208,519495,111274,천호(5)
5,2549,202208,491123,111274,강동(5)
5,2550,202208,230262,111274,길동(5)
5,2551,202208,255940,111274,굽은다리(5)
5,2552,202208,244246,111274,명일(5)
5,2553,202208,260833,111274,고덕(5)
5,2554,202208,373041,111274,상일동(5)
5,2555,202208,223706,111274,둔촌동(5)
5,2556,202208,120575,111273,올림픽공원(5)
5,2557,202208,201719,111273,방이(5)
5,2558,202208,97060,111273,오금(5)
5,2559,202208,181177,111273,개롱(5)
5,2560,202208,258714,111273,거여(5)
5,2561,202208,189691,111273,마천(5)
5,2562,202208,120658,111274,강일(5)
6,2611,202208,470674,111181,응암(6)
6,2612,202208,120012,111181,역촌(6)
6,2613,202208,123477,111181,불광(6)
6,2614,202208,81394,111181,독바위(6)
6,2616,202208,162004,111181,구산(6)
6,2617,202208,314426,111181,새절(6)
6,2618,202208,267940,111181,증산(6)
6,2619,202208,419585,111181,디지털미디어시티(6)
6,2620,202208,152672,111201,월드컵경기장(6)
6,2621,202208,352351,111201,마포구청(6)
6,2622,202208,435660,111201,망원(6)
6,2623,202208,380934,111201,합정(6)
6,2624,202208,307396,111201,상수(6)
6,2625,202208,238679,111201,광흥창(6)
6,2626,202208,232368,111201,대흥(6)
6,2627,202208,473862,111201,공덕(6)
6,2628,202208,171554,111131,효창공원앞(6)
6,2629,202208,170183,111131,삼각지(6)
6,2630,202208,152319,111131,녹사평(6)
6,2631,202208,402029,111131,이태원(6)
6,2632,202208,288833,111131,한강진(6)
6,2633,202208,59599,111121,버티고개(6)
6,2634,202208,98739,111121,약수(6)
6,2635,202208,100772,111121,청구(6)
6,2636,202208,227469,111121,신당(6)
6,2637,202208,225901,111123,동묘앞(6)
6,2638,202208,77669,111123,창신(6)
6,2639,202208,186210,111161,보문(6)
6,2640,202208,284444,111161,안암(6)
6,2641,202208,208405,111161,고려대(6)
6,2642,202208,305819,111161,월곡(6)
6,2643,202208,152865,111161,상월곡(6)
6,2644,202208,238118,111161,돌곶이(6)
6,2645,202208,343298,111311,석계(6)
6,2646,202208,163930,111311,태릉입구(6)
6,2647,202208,237054,111311,화랑대(6)
6,2648,202208,229361,111151,봉화산(6)
7,2712,202208,287148,111171,도봉산(7)
7,2713,202208,353763,111311,수락산(7)
7,2714,202208,333545,111311,마들(7)
7,2715,202208,583516,111311,노원(7)
7,2716,202208,348067,111311,중계(7)
7,2717,202208,449177,111311,하계(7)
7,2718,202208,312192,111311,공릉(7)
7,2719,202208,221494,111311,태릉입구(7)
7,2720,202208,275063,111151,먹골(7)
7,2721,202208,281367,111151,중화(7)
7,2722,202208,443806,111151,상봉(7)
7,2723,202208,396423,111151,면목(7)
7,2724,202208,431361,111151,사가정(7)
7,2725,202208,160219,111151,용마산(7)
7,2726,202208,275881,111141,중곡(7)
7,2727,202208,328886,111141,군자(7)
7,2728,202208,374304,111141,어린이대공원(7)
7,2729,202208,380897,111141,건대입구(7)
7,2730,202208,251438,111141,뚝섬유원지(7)
7,2731,202208,576200,111261,청담(7)
7,2732,202208,485694,111261,강남구청(7)
7,2733,202208,643287,111261,학동(7)
7,2734,202208,512164,111261,논현(7)
7,2735,202208,162761,111262,반포(7)
7,2736,202208,385848,111262,고속터미널(7)
7,2737,202208,390342,111262,내방(7)
7,2738,202208,417149,111241,이수(7)
7,2739,202208,285273,111241,남성(7)
7,2740,202208,322717,111241,숭실대입구(7)
7,2741,202208,285832,111241,상도(7)
7,2742,202208,247187,111241,장승배기(7)
7,2743,202208,391199,111241,신대방삼거리(7)
7,2744,202208,207275,111241,보라매(7)
7,2745,202208,307555,111231,신풍(7)
7,2746,202208,245685,111231,대림(7)
7,2747,202208,429173,111221,남구로(7)
7,2748,202208,1083488,111281,가산디지털단지(7)
7,2751,202208,289970,111221,천왕(7)
7,2752,202208,248056,111221,온수(7)
8,2811,202208,453107,111274,암사(8)
8,2812,202208,472489,111274,천호(8)
8,2813,202208,282283,111274,강동구청(8)
8,2814,202208,171541,111273,몽촌토성(8)
8,2815,202208,510141,111273,잠실(8)
8,2816,202208,245031,111273,석촌(8)
8,2817,202208,234614,111273,송파(8)
8,2818,202208,226320,111273,가락시장(8)
8,2819,202208,569490,111273,문정(8)
8,2820,202208,448287,111273,장지(8)
8,2821,202208,210960,111273,복정(8)
9,4126,202208,51945,111261,언주(9)
9,4127,202208,46445,111261,선정릉(9)
9,4128,202208,37681,111261,삼성중앙(9)
9,4129,202208,90351,111261,봉은사(9)
9,4130,202208,21035,111273,종합운동장(9)
9,4131,202208,47780,111273,삼전(9)
9,4132,202208,41227,111273,석촌고분(9)
9,4133,202208,50648,111273,석촌(9)
9,4134,202208,43206,111273,송파나루(9)
9,4135,202208,21714,111273,한성백제(9)
9,4136,202208,43495,111273,올림픽공원(9)
9,4137,202208,9659,111274,둔촌오륜(9)
9,4138,202208,57410,111274,중앙보훈병원(9)
